CFltFix,cloc,CPathDepth,CCurSt,experience,EFltDens,TChurn,TPC,NumOfBursts,SLBurst,CFltRate,EEvPattern,EConChg,EIncChg,EConStChg,EIncStChg,EFltsConStChg,EFltIncStChg,EChgTimeInt,buggy,gen
False,34,11,I,20,0.0,62,2,0,0,0.0,INC,0,2,0,2,0,0,130.5,False,"I,AB,c95517f,2-I,AB,3e9f617,62"
False,25,11,I,20,0.0,49,1,0,0,0.0,INC,0,1,0,1,0,0,674.8,False,"I,AB,3e9f617,49"
False,27,11,I,20,0.0,51,1,0,0,0.0,INC,0,1,0,1,0,0,674.8,False,"I,AB,3e9f617,51"
False,24,11,I,20,0.0,48,1,0,0,0.0,INC,0,1,0,1,0,0,674.8,False,"I,AB,3e9f617,48"
False,27,11,I,20,0.0,51,1,0,0,0.0,INC,0,1,0,1,0,0,674.8,False,"I,AB,3e9f617,51"
False,14,9,C,1,0.0,6,1,0,0,0.0,SYNC,1,0,1,0,0,0,307.0,False,"C,AB,d964bf6,6-C,AB,08e0c61,2-C,AB,1bc5bc6,18"
False,14,9,C,334,0.0,2,2,0,0,0.0,SYNC,2,0,2,0,0,0,245.0,False,"C,AB,d964bf6,6-C,AB,08e0c61,2-C,AB,1bc5bc6,18"
False,14,9,C,361,0.0,18,3,0,0,0.0,SYNC,3,0,3,0,0,0,45.3,False,"C,AB,d964bf6,6-C,AB,08e0c61,2-C,AB,1bc5bc6,18"
False,16,9,C,1,0.0,6,1,0,0,0.0,SYNC,1,0,1,0,0,0,307.0,False,"C,AB,d964bf6,6-C,AB,08e0c61,2-I,AB,1bc5bc6,18"
False,16,9,C,334,0.0,2,2,0,0,0.0,SYNC,2,0,2,0,0,0,245.0,False,"C,AB,d964bf6,6-C,AB,08e0c61,2-I,AB,1bc5bc6,18"
False,16,9,I,361,0.0,18,3,0,0,0.0,DIV,2,1,2,0,0,1,45.3,False,"C,AB,d964bf6,6-C,AB,08e0c61,2-I,AB,1bc5bc6,18"
False,19,10,I,6,0.0,2,1,0,0,0.0,INC,0,1,0,1,0,0,1530.9,False,"I,AB,ffc3b2d,2-I,AB,3cad3c0,2"
False,19,10,I,1553,0.0,2,2,0,0,0.0,INC,0,2,0,2,0,0,51.4,False,"I,AB,ffc3b2d,2-I,AB,3cad3c0,2"
False,36,10,I,78,0.0,2,1,0,0,0.0,INC,0,1,0,1,0,0,3.9,False,"I,AB,b6a4f5d,2-I,AB,f89dfb0,6-I,AB,5fb18e3,8-I,B,3a9f472,1-I,AB,2fd42cf,2-I,AB,a91df58,40"
False,36,10,I,92,0.0,6,2,0,0,0.0,INC,0,2,0,2,0,0,11.3,False,"I,AB,b6a4f5d,2-I,AB,f89dfb0,6-I,AB,5fb18e3,8-I,B,3a9f472,1-I,AB,2fd42cf,2-I,AB,a91df58,40"
False,36,10,I,164,0.0,8,3,0,0,0.0,INC,0,3,0,3,0,0,147.9,False,"I,AB,b6a4f5d,2-I,AB,f89dfb0,6-I,AB,5fb18e3,8-I,B,3a9f472,1-I,AB,2fd42cf,2-I,AB,a91df58,40"
False,36,10,I,853,0.0,1,4,0,0,0.0,INC,0,4,0,4,0,0,77.2,False,"I,AB,b6a4f5d,2-I,AB,f89dfb0,6-I,AB,5fb18e3,8-I,B,3a9f472,1-I,AB,2fd42cf,2-I,AB,a91df58,40"
False,36,10,I,303,0.0,2,5,0,0,0.0,INC,0,5,0,5,0,0,274.0,False,"I,AB,b6a4f5d,2-I,AB,f89dfb0,6-I,AB,5fb18e3,8-I,B,3a9f472,1-I,AB,2fd42cf,2-I,AB,a91df58,40"
False,36,10,I,397,0.0,40,6,0,0,0.0,INC,0,6,0,6,0,0,178.9,False,"I,AB,b6a4f5d,2-I,AB,f89dfb0,6-I,AB,5fb18e3,8-I,B,3a9f472,1-I,AB,2fd42cf,2-I,AB,a91df58,40"
False,14,9,I,1,0.0,6,1,0,0,0.0,INC,0,1,0,1,0,0,305.9,False,"I,AB,d964bf6,6-I,B,08e0c61,1-I,B,1bc5bc6,8"
False,14,9,I,334,0.0,1,2,0,0,0.0,INC,0,2,0,2,0,0,245.0,False,"I,AB,d964bf6,6-I,B,08e0c61,1-I,B,1bc5bc6,8"
False,14,9,I,361,0.0,8,3,0,0,0.0,INC,0,3,0,3,0,0,45.3,False,"I,AB,d964bf6,6-I,B,08e0c61,1-I,B,1bc5bc6,8"
False,14,9,I,1,0.0,6,1,0,0,0.0,INC,0,1,0,1,0,0,305.9,False,"I,AB,d964bf6,6-I,AB,08e0c61,2-I,AB,1bc5bc6,17"
False,14,9,I,334,0.0,2,2,0,0,0.0,INC,0,2,0,2,0,0,245.0,False,"I,AB,d964bf6,6-I,AB,08e0c61,2-I,AB,1bc5bc6,17"
False,14,9,I,361,0.0,17,3,0,0,0.0,INC,0,3,0,3,0,0,45.3,False,"I,AB,d964bf6,6-I,AB,08e0c61,2-I,AB,1bc5bc6,17"
False,14,9,I,1,0.0,6,1,0,0,0.0,INC,0,1,0,1,0,0,305.9,False,"I,AB,d964bf6,6-I,AB,08e0c61,2-I,AB,1bc5bc6,17"
False,14,9,I,334,0.0,2,2,0,0,0.0,INC,0,2,0,2,0,0,245.0,False,"I,AB,d964bf6,6-I,AB,08e0c61,2-I,AB,1bc5bc6,17"
False,14,9,I,361,0.0,17,3,0,0,0.0,INC,0,3,0,3,0,0,45.3,False,"I,AB,d964bf6,6-I,AB,08e0c61,2-I,AB,1bc5bc6,17"
False,16,10,I,78,0.0,23,1,0,0,0.0,INC,0,1,0,1,0,0,2.9,False,"I,A,b6a4f5d,23-I,AB,99d6a97,114-I,B,f89dfb0,2-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,16,10,I,79,0.0,114,2,0,0,0.0,INC,0,2,0,2,0,0,2.3,False,"I,A,b6a4f5d,23-I,AB,99d6a97,114-I,B,f89dfb0,2-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,16,10,I,92,0.0,2,3,0,0,0.0,INC,0,3,0,3,0,0,9.0,False,"I,A,b6a4f5d,23-I,AB,99d6a97,114-I,B,f89dfb0,2-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,16,10,I,103,0.0,19,4,0,0,0.0,INC,0,4,0,4,0,0,13.2,False,"I,A,b6a4f5d,23-I,AB,99d6a97,114-I,B,f89dfb0,2-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,16,10,I,6,0.0,2,5,0,0,0.0,INC,0,5,0,5,0,0,1502.5,False,"I,A,b6a4f5d,23-I,AB,99d6a97,114-I,B,f89dfb0,2-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
