clone_pair,start_commit,end_commit,genealogy
src/main/java/com/tightdb/generated/EmployeeTable.java^44^61+tightdb-example/src/main/java/com/tightdb/generated/EmployeeTable.java^44^61,fbea1a2,3e82979,"I,B,ccc0abf,1-I,A,2145990,17"
src/main/java/com/tightdb/generated/PeopleView.java^12^16+tightdb-example/src/main/java/com/tightdb/generated/PeopleView.java^12^16,fbea1a2,e31ae0f,"I,A,66e7d0b,3-C,B,ccc0abf,3-C,B,f9295cb,2"
doc/tutorial.java^122^137+src/main/java/com/tightdb/example/Example.java^115^134,fbea1a2,ee7b855,"C,B,75ea3b2,1-I,B,593ea6a,6-I,B,091c4d3,4-I,B,66e7d0b,1-I,A,585dbfb,15-I,A,fc8f2c9,2"
src/main/java/com/tightdb/example/Example.java^115^134+tightdb-example/src/main/java/com/tightdb/example/Example.java^131^146,fbea1a2,a228c55,"C,A,75ea3b2,1-I,A,593ea6a,6-I,A,091c4d3,4-I,B,2f1c517,16"
src/main/java/com/tightdb/generated/Test.java^19^26+tightdb-example/src/main/java/com/tightdb/generated/Test.java^19^26,fbea1a2,0b086ea,"I,A,66e7d0b,4-C,B,ccc0abf,4"
src/main/java/com/tightdb/example/Example.java^49^56+src/main/java/com/tightdb/example/NestedTablesExample.java^12^17,fbea1a2,0ddcc16,"C,A,593ea6a,1-C,A,2f1c517,1-I,A,106a78a,1-C,B,66e7d0b,1-I,A,1f4c885,1"
src/main/java/com/tightdb/generated/PeopleTable.java^12^18+tightdb-example/src/main/java/com/tightdb/generated/PeopleTable.java^12^18,fbea1a2,e31ae0f,"I,A,66e7d0b,3-C,B,ccc0abf,3-C,B,f9295cb,4"
src/main/java/com/tightdb/generated/TestView.java^12^17+tightdb-example/src/main/java/com/tightdb/generated/TestView.java^12^17,fbea1a2,0b086ea,"I,A,66e7d0b,4-C,B,ccc0abf,4"
doc/tutorial.java^116^122+src/main/java/com/tightdb/example/Example.java^111^116,593ea6a,ee7b855,"I,B,e4cbe94,1-I,A,585dbfb,5-I,A,fc8f2c9,3"
doc/tutorial.java^126^156+src/main/java/com/tightdb/example/Example.java^126^156,593ea6a,1debfa0,"C,B,091c4d3,2-C,B,2f1c517,1-I,B,66e7d0b,15-I,A,585dbfb,22-I,A,fc8f2c9,75"
src/main/java/com/tightdb/example/Example.java^85^116+tightdb-example/src/main/java/com/tightdb/example/Example.java^96^131,593ea6a,a228c55,"I,B,2f1c517,36"
src/main/java/com/tightdb/example/Example.java^126^172+tightdb-example/src/main/java/com/tightdb/example/Example.java^135^188,593ea6a,a228c55,"I,A,33dad7f,5-I,A,091c4d3,2-I,AB,2f1c517,61"
doc/tutorial.java^126^137+src/main/java/com/tightdb/example/Example.java^126^137,593ea6a,91a70ff,"I,B,091c4d3,2-C,B,66e7d0b,1-I,A,585dbfb,12"
doc/tutorial.java^126^137+tightdb-example/src/main/java/com/tightdb/example/Example.java^135^146,593ea6a,a228c55,"C,B,2f1c517,12"
src/main/java/com/tightdb/example/Example.java^126^137+tightdb-example/src/main/java/com/tightdb/example/Example.java^135^146,593ea6a,a228c55,"C,A,091c4d3,2-C,B,2f1c517,12"
src/main/java/com/tightdb/generated/Employee.java^23^33+tightdb-example/src/main/java/com/tightdb/generated/Employee.java^23^33,33dad7f,e31ae0f,"I,A,66e7d0b,8-I,B,ccc0abf,8-I,B,f9295cb,3"
src/main/java/com/tightdb/example/Performance.java^122^139+tightdb-example/src/main/java/com/tightdb/example/Performance.java^122^139,2f1c517,e4cbe94,"C,A,cc01bbe,3-C,A,dca71d9,3"
src/main/java/com/tightdb/example/Performance.java^122^139+tightdb-example/src/main/java/com/tightdb/example/Performance.java^257^274,2f1c517,e4cbe94,"I,A,cc01bbe,3-C,A,dca71d9,3"
src/main/java/com/tightdb/example/Example.java^59^66+tightdb-example/src/main/java/com/tightdb/example/Example.java^59^66,2f1c517,0ddcc16,"C,A,106a78a,1-I,A,1f4c885,1-I,B,ccc0abf,1-C,B,dca71d9,1"
src/main/java/com/tightdb/example/NestedTablesExample.java^12^17+tightdb-example/src/main/java/com/tightdb/example/Example.java^59^66,2f1c517,0ddcc16,"I,A,66e7d0b,1-C,B,ccc0abf,1-I,B,dca71d9,1"
doc/tutorial.java^116^122+tightdb-example/src/main/java/com/tightdb/example/Example.java^120^125,2f1c517,ee7b855,"I,B,2145990,4-I,A,585dbfb,5-I,A,fc8f2c9,3"
src/main/java/com/tightdb/example/Example.java^120^125+tightdb-example/src/main/java/com/tightdb/example/Example.java^120^125,2f1c517,0ddcc16,"C,A,e4cbe94,1-I,B,2145990,4"
src/main/java/com/tightdb/example/NestedTablesExample.java^12^17+src/main/java/com/tightdb/example/SmallExample.java^19^26,a228c55,0ddcc16,"C,A,66e7d0b,1-C,B,fba4bd6,1"
src/main/java/com/tightdb/example/Example.java^59^68+src/main/java/com/tightdb/example/SmallExample.java^19^28,a228c55,0ddcc16,"I,A,106a78a,1-I,B,fba4bd6,1-I,A,1f4c885,1-I,A,7570cf1,1"
src/main/java/com/tightdb/example/SmallExample.java^19^28+tightdb-example/src/main/java/com/tightdb/example/Example.java^59^68,a228c55,0ddcc16,"I,A,fba4bd6,1-I,B,ccc0abf,1-I,B,dca71d9,1-I,B,2145990,1"
src/main/java/com/tightdb/example/Example.java^59^123+tightdb-example/src/main/java/com/tightdb/example/Example.java^59^124,a228c55,0ddcc16,"I,A,106a78a,1-I,A,1f4c885,1-I,B,ccc0abf,1-I,B,dca71d9,7-I,A,7570cf1,1-I,A,e4cbe94,10-I,AB,2145990,11-I,A,8cdaf80,2-I,B,0b086ea,2"
src/main/java/com/tightdb/example/Example.java^59^66+src/main/java/com/tightdb/example/SmallExample.java^19^26,a228c55,0ddcc16,"I,A,106a78a,1-I,B,fba4bd6,1-I,A,1f4c885,1"
