clone_pair,start_commit,end_commit,genealogy
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,2-I,B,75da2ef,1-I,B,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,641b6b2,1-I,A,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780,b2a80ce,2439710,"I,A,0ac6fe4,1-I,AB,1487e51,2-I,B,205223a,3-I,A,871b20e,1-I,AB,b4d076c,2-I,A,6a32fa8,1-I,AB,a67d059,13"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,3-I,B,7572ba1,1-I,B,205223a,5-I,B,585738d,2-I,AB,871b20e,2-I,B,791ddf0,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,a67d059,34"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1061^1109,b2a80ce,2439710,"I,AB,0ac6fe4,3-I,AB,1487e51,5-I,B,205223a,3-I,AB,871b20e,2-I,B,9dbd6a7,3-I,AB,b4d076c,3-I,AB,6a32fa8,3-I,B,641b6b2,1-I,AB,a67d059,29"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1112^1128,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,B,205223a,4-I,AB,871b20e,2-I,B,791ddf0,1-I,B,9dbd6a7,1-I,A,b4d076c,1-I,A,6a32fa8,1-I,AB,a67d059,22"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1178^1194,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,B,167dd96,1-I,A,871b20e,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,641b6b2,1-I,A,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1197^1213,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,3-I,B,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,641b6b2,1-I,A,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1216^1232,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,a67d059,4"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1236^1252,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,B,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,746a9d6,1-I,B,641b6b2,1-I,A,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1255^1273,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,A,1487e51,1-I,B,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,641b6b2,1-I,A,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1276^1292,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,A,1487e51,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,a67d059,3"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^512^528+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1295^1312,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,A,1487e51,1-I,A,871b20e,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,a67d059,3"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672,b2a80ce,2439710,"I,B,0ac6fe4,1-I,B,1487e51,2-I,B,167dd96,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,14"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691,b2a80ce,2439710,"I,B,0ac6fe4,1-I,B,1487e51,1-I,B,75da2ef,1-I,B,167dd96,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,14"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780,b2a80ce,2439710,"I,B,1487e51,1-I,B,205223a,3-I,AB,b4d076c,2-I,AB,a67d059,25"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880,b2a80ce,2439710,"I,B,0ac6fe4,1-I,B,1487e51,2-I,B,7572ba1,1-I,B,205223a,5-I,B,585738d,2-I,B,871b20e,1-I,B,791ddf0,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,46"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1061^1109,b2a80ce,2439710,"I,B,0ac6fe4,2-I,B,1487e51,4-I,B,205223a,3-I,B,871b20e,1-I,B,9dbd6a7,3-I,AB,b4d076c,3-I,B,6a32fa8,2-I,B,641b6b2,1-I,AB,a67d059,41"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1112^1128,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,B,1487e51,2-I,B,205223a,4-I,B,871b20e,1-I,B,791ddf0,1-I,B,9dbd6a7,1-I,A,b4d076c,1-I,AB,a67d059,34"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1178^1194,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,B,1487e51,2-I,B,167dd96,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,14"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1197^1213,b2a80ce,2439710,"I,B,0ac6fe4,1-I,B,1487e51,2-I,B,167dd96,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,14"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1216^1232,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,B,1487e51,2-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,16"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1236^1252,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,B,1487e51,2-I,B,167dd96,1-C,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,746a9d6,1-I,B,641b6b2,1-I,A,a67d059,14"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1255^1273,b2a80ce,2439710,"I,B,0ac6fe4,1-I,B,167dd96,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,14"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1276^1292,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,15"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^531^549+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1295^1312,b2a80ce,2439710,"I,B,0ac6fe4,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,15"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,3-I,B,75da2ef,1-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780,b2a80ce,2439710,"I,A,0ac6fe4,1-I,AB,1487e51,3-I,B,205223a,3-I,A,167dd96,1-I,A,871b20e,1-I,AB,b4d076c,2-I,A,6a32fa8,1-I,A,641b6b2,1-I,B,a67d059,11"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,4-I,B,7572ba1,1-I,B,205223a,5-I,A,167dd96,1-I,B,585738d,2-I,AB,871b20e,2-I,B,791ddf0,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,32"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1061^1109,b2a80ce,2439710,"I,AB,0ac6fe4,3-I,AB,1487e51,6-I,B,205223a,3-I,A,167dd96,1-I,AB,871b20e,2-I,B,9dbd6a7,3-I,AB,b4d076c,3-I,AB,6a32fa8,3-I,AB,641b6b2,2-I,B,a67d059,27"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1112^1128,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,B,205223a,4-I,A,167dd96,1-I,AB,871b20e,2-I,B,791ddf0,1-I,B,9dbd6a7,1-I,A,b4d076c,1-I,A,6a32fa8,1-I,A,641b6b2,1-I,B,a67d059,20"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1178^1194,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,AB,167dd96,2-I,A,871b20e,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1197^1213,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,4-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1216^1232,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,A,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1236^1252,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,746a9d6,1-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1255^1273,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,A,1487e51,2-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1276^1292,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,A,1487e51,2-I,A,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,1"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^656^672+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1295^1312,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,A,1487e51,2-I,A,167dd96,1-I,A,871b20e,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,1"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780,b2a80ce,2439710,"I,A,0ac6fe4,1-I,AB,1487e51,2-I,A,75da2ef,1-I,B,205223a,3-I,A,167dd96,1-I,A,871b20e,1-I,AB,b4d076c,2-I,A,6a32fa8,1-I,A,641b6b2,1-I,B,a67d059,11"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,3-I,A,75da2ef,1-I,B,7572ba1,1-I,B,205223a,5-I,A,167dd96,1-I,B,585738d,2-I,AB,871b20e,2-I,B,791ddf0,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,32"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1061^1109,b2a80ce,2439710,"I,AB,0ac6fe4,3-I,AB,1487e51,5-I,A,75da2ef,1-I,B,205223a,3-I,A,167dd96,1-I,AB,871b20e,2-I,B,9dbd6a7,3-I,AB,b4d076c,3-I,AB,6a32fa8,3-I,AB,641b6b2,2-I,B,a67d059,27"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1112^1128,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,A,75da2ef,1-I,B,205223a,4-I,A,167dd96,1-I,AB,871b20e,2-I,B,791ddf0,1-I,B,9dbd6a7,1-I,A,b4d076c,1-I,A,6a32fa8,1-I,A,641b6b2,1-I,B,a67d059,20"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1178^1194,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,A,75da2ef,1-I,AB,167dd96,2-I,A,871b20e,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1197^1213,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,3-I,A,75da2ef,1-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1216^1232,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,A,75da2ef,1-I,A,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1236^1252,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,3-I,A,75da2ef,1-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,746a9d6,1-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1255^1273,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,A,1487e51,1-I,A,75da2ef,1-I,AB,167dd96,2-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,641b6b2,2"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1276^1292,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,A,1487e51,1-I,A,75da2ef,1-I,A,167dd96,1-I,AB,871b20e,2-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,1"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^675^691+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1295^1312,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,A,1487e51,1-I,A,75da2ef,1-I,A,167dd96,1-I,A,871b20e,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,A,641b6b2,1-I,B,a67d059,1"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880,b2a80ce,2439710,"I,B,0ac6fe4,1-I,AB,1487e51,3-I,B,7572ba1,1-I,AB,205223a,8-I,B,585738d,2-I,B,871b20e,1-I,B,791ddf0,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,43"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1061^1109,b2a80ce,2439710,"I,B,0ac6fe4,2-I,AB,1487e51,5-I,AB,205223a,6-I,B,871b20e,1-I,B,9dbd6a7,3-I,AB,b4d076c,3-I,B,6a32fa8,2-I,B,641b6b2,1-I,AB,a67d059,38"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1112^1128,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,AB,1487e51,3-I,AB,205223a,7-I,B,871b20e,1-I,B,791ddf0,1-I,B,9dbd6a7,1-I,A,b4d076c,1-I,AB,a67d059,31"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1178^1194,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,AB,1487e51,3-I,A,205223a,3-I,B,167dd96,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,11"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1197^1213,b2a80ce,2439710,"I,B,0ac6fe4,1-I,AB,1487e51,3-I,A,205223a,3-I,B,167dd96,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,11"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1216^1232,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,AB,1487e51,3-I,A,205223a,3-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,13"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1236^1252,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,AB,1487e51,3-I,A,205223a,3-I,B,167dd96,1-C,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,746a9d6,1-I,B,641b6b2,1-I,A,a67d059,11"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1255^1273,b2a80ce,2439710,"I,B,0ac6fe4,1-I,A,1487e51,1-I,A,205223a,3-I,B,167dd96,1-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,B,641b6b2,1-I,A,a67d059,11"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1276^1292,b2a80ce,2439710,"I,B,a13ebd4,2-I,B,0ac6fe4,1-I,A,1487e51,1-I,A,205223a,3-I,B,871b20e,1-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,12"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^764^780+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1295^1312,b2a80ce,2439710,"I,B,0ac6fe4,1-I,A,1487e51,1-I,A,205223a,3-I,AB,b4d076c,2-I,B,6a32fa8,1-I,AB,a67d059,12"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1061^1109,b2a80ce,2439710,"I,AB,0ac6fe4,3-I,AB,1487e51,6-I,A,7572ba1,1-I,AB,205223a,8-I,A,585738d,2-I,AB,871b20e,2-I,A,791ddf0,1-I,B,9dbd6a7,3-I,AB,b4d076c,3-I,AB,6a32fa8,3-I,B,641b6b2,1-I,AB,a67d059,59"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1112^1128,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,A,7572ba1,1-I,AB,205223a,9-I,A,585738d,2-I,AB,871b20e,2-I,AB,791ddf0,2-I,B,9dbd6a7,1-I,A,b4d076c,1-I,A,6a32fa8,1-I,AB,a67d059,52"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1178^1194,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,A,7572ba1,1-I,A,205223a,5-I,B,167dd96,1-I,A,585738d,2-I,A,871b20e,1-I,A,791ddf0,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,641b6b2,1-I,A,a67d059,32"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1197^1213,b2a80ce,2439710,"I,AB,0ac6fe4,2-I,AB,1487e51,4-I,A,7572ba1,1-I,A,205223a,5-I,B,167dd96,1-I,A,585738d,2-I,AB,871b20e,2-I,A,791ddf0,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,B,641b6b2,1-I,A,a67d059,32"
src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^828^880+src/test/java/com/puppycrawl/tools/checkstyle/checks/indentation/IndentationCheckTest.java^1216^1232,b2a80ce,2439710,"I,B,a13ebd4,2-I,AB,0ac6fe4,2-I,AB,1487e51,4-I,A,7572ba1,1-I,A,205223a,5-I,A,585738d,2-I,AB,871b20e,2-I,A,791ddf0,1-I,AB,b4d076c,2-I,AB,6a32fa8,2-I,AB,a67d059,34"
